,Unnamed: 0,id,topic,from,to,contents,date,type
2734,2734,2975,Over Bridge/Underpass in Misrikh,SHRI ASHOK KUMAR RAWAT,RAILWAYS,"(a) whether the Government has taken/considers to
take any steps to construct Over Bridge/Underpass on
railway line at Bilhaur and Kachhauna in predominently
scheduled castes areas constituency of Misrikh in the
State of Uttar Pradesh; (b) if so, the details thereof; and (c) the details of the progress made in this regard so far?",2021-12-15,UNSTARRED
2735,2735,2976,Objective of National Food Security Scheme,SHRI NIHAL CHAND,CONSUMER AFFAIRS,"(a) the main features and objectives of the National Food Security Scheme; (b) the details of funds sanctioned, allocated and
utilised in Rajasthan during the last three years under
the said scheme; (c) the total number of beneficiaries covered in
Dausa district of Rajasthan during the last three years
under the said scheme; (d) whether irregularities under the said scheme
have come to the notice of the Government recently and
if so, the details thereof; and (e) the details of concrete steps taken by the Government in this regard? 554",2021-12-15,UNSTARRED
2736,2736,2977,BharatNet Project in West Bengal,SHRI JYOTIRMAY SINGH MAHATO,COMMUNICATIONS,,2021-12-15,UNSTARRED
2737,2737,2978,Seizing  Pension,SHRI SUNIL KUMAR PINTU,PRIME MINISTER,"(a) whether the Government is aware that inspite of
directions by DoPT, High Court/Supreme Court pension
amount of pensioners have been seized; (b) if so, the details and reasons therefor; and (c) the steps taken/likely to be taken by the
Government for timely payment of pension to
pensioners?",2021-12-15,UNSTARRED
2738,2738,2979,Manned Space Mission,SHRI RAMESH BIDHURI,PRIME MINISTER,"(a) whether the Government has taken any steps or
fixed any timeline/target for launching a manned spaced
mission in the near future; (b) if so, the details thereof; (c) whether the Government has made new plans/
projects/programmes for the development of space
science, space research and Satellite technology in the
country; and (d) if so, the details thereof for the last five years?",2021-12-15,UNSTARRED
2739,2739,2980,Deterioration of MTNL Services,SHRI ARVIND GANPAT SAWANT,COMMUNICATIONS,"(a) whether it is true that MTNL mobile services
have been seriously deteriorated in Mumbai and Delhi; (b) if so, the details thereof; (c) whether it is true that number of Base Transceiver
Station(BTS) towers are not sufficient enough for the
mobile services in Mumbai and Delhi;  
 . (d) if so, the number of additional mobile towers required to be installed; and (e) the amount required for additional installation of such towers?",2021-12-15,UNSTARRED
2740,2740,2981,Minimum Purchase Amount,SHRI MANISH TEWARI,CONSUMER AFFAIRS,"(a) whether the Government has revised the minimum
purchase amount under Open Market Sale Scheme
(OMSS) (D) policy to 5 rakes that translates to 13250
MT of food grains and has removed the maximum
purchase amout and if so, the details thereof; (b) whether this amount is beyond the capacity of
any small/medium scale buyer and allows only a few
multibillionaires to capture and control the supply and
if so, the reasons for revising the purchase limits; and (c) whether the OMSS is meant to moderate the
open market prices especially during the lean season by
releasing wheat and rice at predetermined prices from
time to time and this purpose is now being defeated by
lifting the upper limit of purchasing food grains and if
so, the details thereof?",2021-12-15,UNSTARRED
2741,2741,2982,Doubling/Electrification of Miraj-Bangalore Route,SHRIMATI ANGADI MANGAL SURESH,RAILWAYS,(a) the current status of the Miraj-Bangalore railway line; (b) the details of doubling/electrification work on the said line; and (c) the time by which the said project is likely to be commissioned?,2021-12-15,UNSTARRED
2742,2742,2983,CCTV in Stations at Bundelkhand,SHRI R K  SINGH PATEL,RAILWAYS,"(a) whether CCTVs have been installed at the
crowded railway station areas and outside the premises
in Manikpur, Banda, Chitrakoot and Mahoba station of
Bundelkhand in Uttar Pradesh; (b) if so, the details thereof; and (c) if not, whether the Ministry proposes to install
the same and the time by which these are likely to be
installed? 555",2021-12-15,UNSTARRED
2743,2743,2984,National Industrial Corridor Project,SHRI GOPAL JEE THAKUR,COMMERCE AND INDUSTRY,"(a) whether the Government is developing several
industrial corridor projects in the country under the
National Industrial Corridor Programme(NICP); (b) if so, whether the objective of the said projects is to develop future industrial cities in India; (c) whether the said projects will create employment
opportunities and economic growth which will result in
socio-economic development and if so, the details thereof; (d) whether there is any plan/policy to develop
Bihar and Mithila region as industrial cities under this
programme; and (e) if so, by when and if not, the reasons therefor?",2021-12-15,UNSTARRED
2744,2744,2985,MPLAD Fund for North Eastern Region,SHRI DILIP SAIKIA,STATISTICS  AND PROGRAMME IMPLEMENTATION,"(a) the extent of the adverse effects on the
development works in Assam including North-Eastern
States due to the postponement of Member of Parliament
local area development scheme during FY 2020-21 and
2021-22; (b) whether the Government proposes to increase
fund allocation especially to North-Eastern States; and (c) if so, the details in this regard?",2021-12-15,UNSTARRED
2745,2745,2986,Losses BSNL & MTNL,SHRI SUKHBIR SINGH JAUNAPURIA,COMMUNICATIONS,"(a) whether the Government telecom companies
BSNL and MTNL have been continuously running into
losses as compared to the private telecom companies
which are making profit; (b) if so, the details thereof; (c) the policy proposed by the Government to help these PSUs to overcome their losses; (d) whether BSNL and MTNL are likely to suffer
more losses with the entry of a private TSP in the
telecom sector; (e) if so, the State-wise details thereof; (f) whether the Government is committed to further
strengthen the Government telecom network throughout
the country;  
 . (g) if so, the details thereof; and (h) if not, the reasons therefor?",2021-12-15,UNSTARRED
2746,2746,2987,Jaleswar-New Digha Railway Line,SHRI ACHYUTANANDA SAMANTA,RAILWAYS,"(a) the details and the present status of Jaleswar-
New Digha railway line and the timeframe within which
the project is expected to be completed; (b) whether the proposed railway line of Bansapani-
Barbil is likely to lead to smooth movement of minerals
to steel plants and ports of the State of Odisha for
exports; (c) if so, the time by which the same is expected to be completed; (d) whether the Government in its 2016-17 budget
had provided for budgetary provision and placement for
the above project in the Railway Pink Book; and (e) if so, the reasons for delay in implementation of the project?",2021-12-15,UNSTARRED
2747,2747,2988,Profit from Export of Handicraft,SHRIMATI RAMA DEVI,TEXTILES,"(a) whether only the exporters are cornering the
profits earned from the export of handicrafts and not by
the artisans; (b) if so, the details thereof along with reaction of the Government thereto; and (c) the steps taken/proposed to be taken by the
Government to ensure that the profit also reaches the
artisans?",2021-12-15,UNSTARRED
2748,2748,2989,Suicide due to Internet Games,SHRI ANTO ANTONY,ELECTRONICS  AND INFORMATION TECHNOLOGY,"(a) whether the Government has any statistics
regarding number of children who committed suicide due
to addiction of internet games and if so, the details
thereof and the steps taken by the Government in this
regard; (b) whether the Government has any plan to ban
internet games and if so, the details thereof and the
steps taken by the Government in this regard; and 556 (c) whether the Government has received any
complaints in this regard and if so, the details of such
complaints including the complaints received from the
State Government of Kerala?",2021-12-15,UNSTARRED
2749,2749,2990,IPPB in Rural Areas,SHRI GANESH SINGH,COMMUNICATIONS,"(a) whether the Government has formulated any
scheme to take the facility of India Post Payments Bank
(IPPB) to all rural areas across the country; and (b) if so, the details thereof? UTPAL KUMAR SINGH
Secretary General",2021-12-15,UNSTARRED
2750,2750,261,Supply of LNG,SHRI DIPSINH SHANKARSINH RATHOD & SHRI MOHANBHAI KALYANJI KUNDARIYA,PETROLEUM AND NATURAL GAS,"(a) whether the Government has received any
representation through the public representatives to allow
Central Public Sector Undertakings to utilise the City Gas
Distribution (CGD) network of Geographical Areas (GAs),
as a common carrier to supply Liquefied Natural Gas
(LNG) wherever the tenure of marketing exclusivity period
is over including Rajkot and Morbi GAs; (b) if so, the details of action taken thereon; (c) the details of marketing exclusivity period of CGD of Rajkot and Morbi GAs; (d) the details of GAs where the marketing exclusivity period is over, State-wise; and (e) the details of existing operator in charge where the marketing exclusivity period is over, State-wise?",2021-12-16,STARRED
2751,2751,262,Loss suffered by MSME Sector,SHRI RAHUL GANDHI,MICRO,"(a) whether the Government has taken cognizance of
the alarming increase in the number of suicides by
MSME business owners and entrepreneurs, especially
traders and vendors; (b) if so, whether the Government proposes to provide assistance to the families of the deceased; (c) whether the Government has undertaken any
comprehensive study to estimate/assess the loss suffered
by the MSME sector due to the Covid pandemic; (d) if so, the details thereof; (e) the State-wise details of stressed MSME units and MSME NPAs as on November 30, 2021;  
 . (f) the State-wise details of outstanding MUDRA
loans and gross MUDRA NPAs as on November 30,
2021 and for the corresponding period in 2020; (g) whether the Government is providing support to stressed MSMEs, especially micro enterprises; and (h) the details of loans provided to promoters of
stressed MSMEs under Credit Guarantee Scheme for
Subordinate Debt (CGSSD), State-wise?",2021-12-16,STARRED
